Picture Name,Hue Degree,Value (Accumulated saturation for each degree of hue),TEMP1 range,TEMP2 range,TEMP name
Horse2o.png,,,0 94,180 274,6
,0,0.0492355
,1,0
,2,0
,3,0
,4,0
,5,2.92894e-05
,6,0
,7,0
,8,2.92894e-05
,9,0
,10,8.78683e-05
,11,0.000175737
,12,0.000292894
,13,0.000117158
,14,0.00134731
,15,0.00181595
,16,0.000322184
,17,0.00052721
,18,0.000410052
,19,0.00741023
,20,0.011335
,21,0.0024896
,22,0.0058286
,23,0.0109542
,24,0.0203854
,25,0.0252475
,26,0.0346787
,27,0.0488841
,28,0.0622108
,29,0.0774413
,30,0.172134
,31,0.0941363
,32,0.101693
,33,0.119618
,34,0.122137
,35,0.123338
,36,0.163347
,37,0.150928
,38,0.161209
,39,0.15497
,40,0.251655
,41,0.176
,42,0.172632
,43,0.21847
,44,0.151866
,45,0.194863
,46,0.203591
,47,0.159715
,48,0.249517
,49,0.259182
,50,0.245328
,51,0.319313
,52,0.250044
,53,0.325347
,54,0.341778
,55,0.498565
,56,0.292894
,57,0.522758
,58,0.649552
,59,2.92894e-05
,60,1
,61,0.484857
,62,0.0786128
,63,0.16569
,64,0.0520766
,65,0.0784957
,66,0.112179
,67,0.0249839
,68,0.0147912
,69,0.00940191
,70,0.0149962
,71,0.00213813
,72,0.00682444
,73,0.00351473
,74,0.00251889
,75,0.00228458
,76,0.00190381
,77,0.00219671
,78,0.00114229
,79,0.000410052
,80,0.000234316
,81,0.000117158
,82,0
,83,0
,84,2.92894e-05
,85,0
,86,0
,87,0
,88,0
,89,5.85789e-05
,90,0.00049792
,91,0
,92,0
,93,0
,94,0
,95,0
,96,0
,97,0
,98,0
,99,0
,100,0
,101,0
,102,0
,103,0
,104,0
,105,0
,106,0
,107,0
,108,0
,109,0
,110,0
,111,0
,112,0
,113,0
,114,0
,115,0
,116,0
,117,0
,118,0
,119,0
,120,0.00281179
,121,0
,122,0
,123,0
,124,0
,125,0
,126,0
,127,0
,128,0
,129,0
,130,0
,131,0
,132,0
,133,0
,134,0
,135,0
,136,0
,137,0
,138,0
,139,0
,140,0
,141,0
,142,0
,143,0
,144,0
,145,0
,146,0
,147,0
,148,0
,149,0
,150,0
,151,0
,152,0
,153,0
,154,0
,155,0
,156,0
,157,0
,158,0
,159,0
,160,0
,161,0
,162,0
,163,0
,164,0
,165,0
,166,0
,167,0
,168,0
,169,0
,170,0
,171,0
,172,0
,173,0
,174,0
,175,0
,176,0
,177,0
,178,0
,179,0
,180,0.00131802
,181,0
,182,0
,183,0
,184,0
,185,0
,186,0
,187,0
,188,0
,189,0
,190,0
,191,0
,192,0
,193,0
,194,0
,195,0
,196,0
,197,0
,198,0
,199,0
,200,0
,201,0
,202,0
,203,0
,204,0
,205,0
,206,0
,207,0
,208,0
,209,0
,210,0
,211,0
,212,0
,213,0
,214,0
,215,0
,216,0
,217,0
,218,0
,219,0
,220,0
,221,0
,222,0
,223,0
,224,0
,225,0
,226,0
,227,0
,228,0
,229,0
,230,0
,231,0
,232,0
,233,0
,234,0
,235,0
,236,0
,237,0
,238,0
,239,0
,240,0.00175737
,241,0
,242,0
,243,0
,244,0
,245,0
,246,0
,247,0
,248,0
,249,0
,250,0
,251,0
,252,0
,253,0
,254,0
,255,0
,256,0
,257,0
,258,0
,259,0
,260,0
,261,0
,262,0
,263,0
,264,0
,265,0
,266,0
,267,0
,268,0
,269,0
,270,0
,271,0
,272,0
,273,0
,274,0
,275,0
,276,0
,277,0
,278,0
,279,0
,280,0
,281,0
,282,0
,283,0
,284,0
,285,0
,286,0
,287,0
,288,0
,289,0
,290,0
,291,0
,292,0
,293,0
,294,0
,295,0
,296,0
,297,0
,298,0
,299,0
,300,0.00380763
,301,0
,302,0
,303,0
,304,0
,305,0
,306,0
,307,0
,308,0
,309,0
,310,0
,311,0
,312,0
,313,0
,314,0
,315,0
,316,0
,317,0
,318,0
,319,0
,320,0
,321,0
,322,0
,323,0
,324,0
,325,0
,326,0
,327,0
,328,0
,329,2.92894e-05
,330,0.000205026
,331,0
,332,0
,333,0
,334,0
,335,0
,336,0
,337,0
,338,0
,339,0
,340,0
,341,0
,342,0
,343,0
,344,0
,345,0
,346,0
,347,0
,348,0
,349,0
,350,0
,351,0
,352,0
,353,0
,354,0
,355,0
,356,0
,357,0
,358,0
,359,0
